LA (code),LA (name),EstablishmentName,EstablishmentTypeGroup (name),Gender (name),ReligiousCharacter (name),NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Street,Address3,Town,County (code),County (name),Postcode,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),GSSLACode (code),GSSLACode (name),Easting,Northing,MSOA (name),LSOA (name),PropsName,Country (code),Country (name),MSOA (code),LSOA (code),FSM,Latitude,Longitude
384,Wakefield,Queen Elizabeth Grammar School,Independent schools,Boys,,755.0,755.0,0.0,,154 Northgate,,Wakefield,39,West Yorkshire,WF1 3QX,D,Yorkshire and the Humber,E08000036,Wakefield,E08000036,E08000036,433028,421448,Wakefield 017,Wakefield 017B,Wakefield Grammar School Foundation,0,,E02002454,E01011912,,53.68844526471330,-1.5013534076026000
390,Gateshead,Gateshead Jewish Boarding School,Independent schools,Boys,,141.0,141.0,0.0,,10 Rydal Street,,Gateshead,35,Tyne and Wear,NE8 1HG,A,North East,E08000037,Gateshead,E08000037,E08000037,425183,562222,Gateshead 008,Gateshead 008F,Board of Governors,0,,E02001689,E01035610,,54.95401163530550,-1.6083131801797700
390,Gateshead,Keser Torah Boys' School,Independent schools,Boys,,147.0,147.0,0.0,,18-22 Gladstone Terrace,,Gateshead,35,Tyne and Wear,NE8 4EA,A,North East,E08000037,Gateshead,E08000037,E08000037,425485,562310,Gateshead 028,Gateshead 028A,Committee of Gateshead Jewish,0,,E02006842,E01008163,,54.95478713408780,-1.6035899755806300
390,Gateshead,Gateshead Jewish Nursery School,Independent schools,Girls,,156.0,0.0,156.0,,Alexandra Road,,Gateshead,35,Tyne and Wear,NE8 1RB,A,North East,E08000037,Gateshead,E08000037,E08000037,425295,562522,Gateshead 027,Gateshead 027F,Gateshead Jewish Nursery Trust,0,,E02006841,E01035612,,54.95670179630900,-1.6065380936864100
390,Gateshead,Emmanuel College,Independent schools,Mixed,,1543.0,768.0,775.0,22.7,Consett Road,,Gateshead,35,Tyne and Wear,NE11 0AN,A,North East,E08000037,Gateshead,E08000037,E08000037,423049,560470,Gateshead 019,Gateshead 019A,Emmanuel CTC,0,,E02001700,E01008256,274.0,54.93837074986150,-1.6417734817781300
391,Newcastle upon Tyne,Newcastle High School for Girls GDST,Independent schools,Girls,Church of England,657.0,0.0,657.0,,Tankerville Terrace,,,99,,NE2 3BA,A,North East,E08000021,Newcastle upon Tyne,E08000021,E08000021,425081,565962,Newcastle upon Tyne 017,Newcastle upon Tyne 017C,The Girls' Day School Trust,0,,E02001724,E01008370,,54.98762435128660,-1.6095801821744700
391,Newcastle upon Tyne,Newcastle Preparatory School,Independent schools,Mixed,,267.0,162.0,105.0,,6 Eslington Road,,Newcastle-upon-Tyne,35,Tyne and Wear,NE2 4RH,A,North East,E08000021,Newcastle upon Tyne,E08000021,E08000021,425282,565490,Newcastle upon Tyne 017,Newcastle upon Tyne 017C,Newcastle Prep School Tr,0,,E02001724,E01008370,,54.98337286217890,-1.6064806097973500
391,Newcastle upon Tyne,Westfield School,Independent schools,Mixed,,189.0,0.0,189.0,,Oakfield Road,,Newcastle-upon-Tyne,35,Tyne and Wear,NE3 4HS,A,North East,E08000021,Newcastle upon Tyne,E08000021,E08000021,423838,567269,Newcastle upon Tyne 006,Newcastle upon Tyne 006G,Northumbrian Education Trust Ltd,0,,E02001713,E01008423,,54.999429766385700,-1.6288963597200700
391,Newcastle upon Tyne,Newcastle School for Boys,Independent schools,Boys,,361.0,361.0,0.0,,30 West Avenue,,Newcastle-upon-Tyne,35,Tyne and Wear,NE3 4ES,A,North East,E08000021,Newcastle upon Tyne,E08000021,E08000021,424144,567827,Newcastle upon Tyne 006,Newcastle upon Tyne 006E,Newcastle School for Boys,0,,E02001713,E01008419,,55.00442925824500,-1.6240662204802200
391,Newcastle upon Tyne,Dame Allan's Schools,Independent schools,Mixed,Anglican,1289.0,734.0,555.0,,Fowberry Crescent,,Newcastle-upon-Tyne,35,Tyne and Wear,NE4 9YJ,A,North East,E08000021,Newcastle upon Tyne,E08000021,E08000021,422342,565342,Newcastle upon Tyne 022,Newcastle upon Tyne 022E,Dame Allan's Schools,0,,E02001729,E01008453,,54.98218276607870,-1.6524309474353200
391,Newcastle upon Tyne,Royal Grammar School,Independent schools,Mixed,,1330.0,746.0,584.0,,Eskdale Terrace,,Newcastle-upon-Tyne,35,Tyne and Wear,NE2 4DX,A,North East,E08000021,Newcastle upon Tyne,E08000021,E08000021,425223,565427,Newcastle upon Tyne 017,Newcastle upon Tyne 017C,Royal Grammar School Trust,0,,E02001724,E01008370,,54.98280972292820,-1.6074080285835900
394,Sunderland,Argyle House School,Independent schools,Mixed,,213.0,105.0,108.0,,19-20 Thornhill Park,,Sunderland,35,Tyne and Wear,SR2 7LA,A,North East,E08000024,Sunderland,E08000024,E08000024,439175,556151,Sunderland 022,Sunderland 022G,Argyle House Holdings Ltd,0,,E02001812,E01008835,,54.8985596399351,-1.390672353659890
801,"Bristol, City of",Clifton College,Independent schools,Mixed,Church of England,1267.0,729.0,538.0,,Guthrie Road,,Bristol,99,,BS8 3EZ,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,356892,173803,Bristol 030,Bristol 030A,Clifton College Council,0,,E02003041,E01014544,,51.46154919465530,-2.6218918573365400
801,"Bristol, City of",Clifton High School,Independent schools,Mixed,,784.0,410.0,374.0,,College Road,,,99,,BS8 3JD,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,357062,173530,Bristol 030,Bristol 030B,Clifton High School,0,,E02003041,E01014545,,51.459107609066100,-2.6194117715349
801,"Bristol, City of",Collegiate School,Independent schools,Mixed,,767.0,439.0,328.0,,Stapleton,,,99,,BS16 1BJ,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,361495,175852,Bristol 019,Bristol 019C,Colston's School,GB,United Kingdom,E02003030,E01014575,,51.48030473368030,-2.5558632736875100
801,"Bristol, City of",Badminton School,Independent schools,Girls,,516.0,0.0,516.0,,Westbury Road,,Bristol,99,,BS9 3BA,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,357148,176445,Bristol 009,Bristol 009C,Badminton School Ltd,0,,E02003020,E01014717,,51.48532285651810,-2.6185284976606100
801,"Bristol, City of",Cleve House School,Independent schools,Mixed,,82.0,39.0,43.0,,254 Wells Road,,Bristol,99,,BS4 2PN,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,360548,171025,Bristol 042,Bristol 042C,Cleve House School,0,,E02003053,E01014648,,51.43683932032910,-2.5689592463834700
801,"Bristol, City of",Bristol Waldorf School,Independent schools,Mixed,,85.0,44.0,41.0,,Redland Hill House,,Bristol,99,,BS6 6UX,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,357632,174938,Bristol 022,Bristol 022C,Waldorf School (Bristol) Ltd,0,,E02003033,E01014559,,51.471810011035200,-2.6113772976353300
800,Bath and North East Somerset,Kingswood School,Independent schools,Mixed,Methodist,894.0,489.0,405.0,,Lansdown Road,,Bath,99,,BA1 5RG,K,South West,E06000022,Bath and North East Somerset,E06000022,E06000022,374356,166716,Bath and North East Somerset 007,Bath and North East Somerset 007E,Kingswood School Trustee Limited,0,,E02002991,E01014413,,51.39889154768330,-2.370005294032680
800,Bath and North East Somerset,Prior Park College,Independent schools,Mixed,Roman Catholic,563.0,308.0,255.0,,Ralph Allen Drive,,,99,,BA2 5AH,K,South West,E06000022,Bath and North East Somerset,E06000022,E06000022,376211,162885,Bath and North East Somerset 012,Bath and North East Somerset 012D,Prior Park Educational Trust,0,,E02002996,E01014482,,51.364526374577,-2.34308349760473
800,Bath and North East Somerset,Royal High School GDST,Independent schools,Girls,,551.0,0.0,551.0,,Royal High School Bath GDST,Bath,,99,,BA1 5SZ,K,South West,E06000022,Bath and North East Somerset,E06000022,E06000022,374674,166526,Bath and North East Somerset 007,Bath and North East Somerset 007E,Girls' Day School Trust,0,,E02002991,E01014413,,51.39719752607570,-2.3654207154897200
800,Bath and North East Somerset,Kingswood Preparatory School,Independent schools,Mixed,,479.0,246.0,233.0,,College Road,,Bath,99,,BA1 5SD,K,South West,E06000022,Bath and North East Somerset,E06000022,E06000022,374127,166329,Bath and North East Somerset 007,Bath and North East Somerset 007E,Kingswood School Trustee Limited,0,,E02002991,E01014413,,51.395401418411500,-2.373268613591430
800,Bath and North East Somerset,"The Paragon School, Junior School of Prior Park College",Independent schools,Mixed,Does not apply,231.0,129.0,102.0,,Lyncombe House,,Bath,99,,BA2 4LT,K,South West,E06000022,Bath and North East Somerset,E06000022,E06000022,375326,163458,Bath and North East Somerset 012,Bath and North East Somerset 012D,Prior Park Educational Trust,0,,E02002996,E01014482,,51.369640562710000,-2.355835008217630
803,South Gloucestershire,Tockington Manor School,Independent schools,Mixed,,279.0,142.0,137.0,,Washingpool Hill Road,,Bristol,99,,BS32 4NY,K,South West,E06000025,South Gloucestershire,E06000025,E06000025,361135,186625,South Gloucestershire 004,South Gloucestershire 004D,Clifton College,0,,E02003093,E01014963,,51.577139937400400,-2.562239368032600
800,Bath and North East Somerset,Monkton Combe School,Independent schools,Mixed,Anglican/Evangelical,644.0,349.0,295.0,,Church Lane,,Bath,99,,BA2 7HG,K,South West,E06000022,Bath and North East Somerset,E06000022,E06000022,377373,162077,Bath and North East Somerset 010,Bath and North East Somerset 010G,Monkton Combe School,0,,E02002994,E01033078,,51.35730893573310,-2.3263415849926000
802,North Somerset,The Downs Preparatory School,Independent schools,Mixed,,262.0,145.0,117.0,,Charlton Drive,,Bristol,99,,BS48 1PF,K,South West,E06000024,North Somerset,E06000024,E06000024,349393,173680,North Somerset 006,North Somerset 006E,Governing Board of The Downs Preparatory School,0,,E02003070,E01014852,,51.45982097339150,-2.7298069057086600
802,North Somerset,Sidcot School,Independent schools,Mixed,Quaker,616.0,298.0,318.0,,Oakridge Lane,,Winscombe,30,Somerset,BS25 1PD,K,South West,E06000024,North Somerset,E06000024,E06000024,342863,157460,North Somerset 024,North Somerset 024B,Sidcot School Ltd,0,,E02003088,E01014742,,51.31336881289830,-2.821171999422990
801,"Bristol, City of",Bristol Grammar School,Independent schools,Mixed,,1370.0,765.0,605.0,,University Road,,Bristol,99,,BS8 1SR,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,358092,173428,Bristol 060,Bristol 060A,Bristol Grammar School,0,,E02006951,E01014538,,51.458267930233300,-2.604575408852810
801,"Bristol, City of",Queen Elizabeth's Hospital,Independent schools,Mixed,Christian,754.0,696.0,58.0,,Berkeley Place,,Bristol,53,Bristol,BS8 1JX,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,357777,173053,Bristol 060,Bristol 060D,Queen Elizabeth's Hospital Ltd,0,,E02006951,E01033344,,51.45487282407870,-2.609064058680820
801,"Bristol, City of",Redmaids' High School,Independent schools,Girls,,794.0,0.0,794.0,,Westbury Road,,Bristol,99,,BS9 3AW,K,South West,E06000023,"Bristol, City of",E06000023,E06000023,357468,176969,Bristol 006,Bristol 006A,The Girls' Day School Trust,0,,E02003017,E01014616,,51.49005834554330,-2.6139835765899
800,Bath and North East Somerset,King Edward's School,Independent schools,Mixed,,1193.0,654.0,539.0,,North Road,,,99,,BA2 6HU,K,South West,E06000022,Bath and North East Somerset,E06000022,E06000022,376183,165329,Bath and North East Somerset 012,Bath and North East Somerset 012A,Governors of King Edwards School,0,,E02002996,E01014380,,51.38650040656920,-2.3436502904816300
822,Bedford,Pilgrims Pre-Preparatory School,Independent schools,Mixed,,309.0,146.0,163.0,,Brickhill Drive,,Bedford,1,Bedfordshire,MK41 7QZ,G,East of England,E06000055,Bedford,E06000055,E06000055,505433,251320,Bedford 005,Bedford 005E,The Harpur Trust,0,,E02003620,E01017457,,52.15010971165280,-0.46046375638829800
822,Bedford,Bedford Greenacre Independent School,Independent schools,Mixed,,733.0,411.0,322.0,,Manton Lane,,Bedford,99,,MK41 7FZ,G,East of England,E06000055,Bedford,E06000055,E06000055,504178,251798,Bedford 010,Bedford 010C,Bedford Greenacre Independent School Ltd,GB,United Kingdom,E02003625,E01017499,,52.15464353278380,-0.4786526911085020
822,Bedford,Bedford School,Independent schools,Boys,Church of England,1070.0,1070.0,0.0,,De Parys Avenue,,Bedford,1,Bedfordshire,MK40 2TU,G,East of England,E06000055,Bedford,E06000055,E06000055,505245,250353,Bedford 009,Bedford 009C,The Harpur Trust,0,,E02003624,E01017484,,52.14145487451290,-0.46350954886403300
822,Bedford,Polam School,Independent schools,Mixed,,96.0,48.0,48.0,,45 Lansdowne Road,,Bedford,1,Bedfordshire,MK40 2BU,G,East of England,E06000055,Bedford,E06000055,E06000055,504326,250243,Bedford 010,Bedford 010E,Redshift Education Ltd,0,,E02003625,E01017501,,52.140640389414200,-0.476967120427747
821,Luton,King's House Moorlands,Independent schools,Mixed,,178.0,82.0,96.0,,King's House,,Luton,99,,LU4 9JY,G,East of England,E06000032,Luton,E06000032,E06000032,505412,223516,Luton 005,Luton 005B,Moorlands Grammar School Limited,0,,E02003262,E01015751,,51.90022730106320,-0.4693255343005890
822,Bedford,Bedford Girls' School,Independent schools,Girls,,906.0,0.0,906.0,,Cardington Road,,Bedford,1,Bedfordshire,MK42 0BX,G,East of England,E06000055,Bedford,E06000055,E06000055,505420,249366,Bedford 014,Bedford 014E,The Harpur Trust,0,,E02003629,E01017522,,52.132551140704400,-0.46125903069447800
822,Bedford,Bedford Modern School,Independent schools,Mixed,,1252.0,668.0,584.0,,Manton Lane,,Bedford,1,Bedfordshire,MK41 7NT,G,East of England,E06000055,Bedford,E06000055,E06000055,504020,251059,Bedford 010,Bedford 010C,The Harpur Trust,0,,E02003625,E01017499,,52.14803167099770,-0.4811873187504590
315,Merton,Oak Tree Primary School,Independent schools,Mixed,,84.0,36.0,48.0,,Mitcham Court,,Mitcham,34,Surrey,CR4 4LB,H,London,E09000024,Merton,E09000024,E09000024,527673,168632,Merton 022,Merton 022A,Rena Begum,0,,E02000710,E01003374,,51.40235754237940,-0.16596166149025400
870,Reading,Queen Anne's School,Independent schools,Girls,Church of England,361.0,0.0,361.0,,6 Henley Road,,Reading,50,Berkshire,RG4 6DX,J,South East,E06000038,Reading,E06000038,E06000038,471745,175131,Reading 003,Reading 003C,United Westminster Grey Coat Foundation,0,,E02003391,E01016427,,51.47060592495880,-0.9684733066987430
870,Reading,Leighton Park School,Independent schools,Mixed,Quaker,565.0,322.0,243.0,,Shinfield Road,,Reading,50,Berkshire,RG2 7ED,J,South East,E06000038,Reading,E06000038,E06000038,473300,170700,Reading 016,Reading 016B,Leighton Park Trust,0,,E02003404,E01016371,,51.43057215630860,-0.9470064937180520
870,Reading,St Joseph's College,Independent schools,Mixed,,565.0,323.0,242.0,,Upper Redlands Road,Berkshire,,99,,RG1 5JT,J,South East,E06000038,Reading,E06000038,E06000038,473179,172428,Reading 012,Reading 012E,St Joseph's College Reading Trust,GB,United Kingdom,E02003400,E01016418,,51.446122567839100,-0.9483900865165720
870,Reading,St Edward's Prep,Independent schools,Mixed,,132.0,101.0,31.0,,64 Tilehurst Road,Berkshire,Reading,50,Berkshire,RG30 2JH,J,South East,E06000038,Reading,E06000038,E06000038,470008,173054,Reading 008,Reading 008B,St Edward's Prep Ltd,0,,E02003396,E01016357,,51.45215064499810,-0.9938874006854970
867,Bracknell Forest,Heathfield School,Independent schools,Girls,Church of England,185.0,0.0,185.0,,London Road,,Ascot,50,Berkshire,SL5 8BQ,J,South East,E06000036,Bracknell Forest,E06000036,E06000036,489808,169049,Bracknell Forest 005,Bracknell Forest 005B,The Mill Hill School Foundation,0,,E02003356,E01016181,,51.41335830146130,-0.710023943387572
868,Windsor and Maidenhead,Papplewick School,Independent schools,Boys,,209.0,209.0,0.0,,Windsor Road,,Ascot,50,Berkshire,SL5 7LH,J,South East,E06000040,Windsor and Maidenhead,E06000040,E06000040,491980,169993,Windsor and Maidenhead 017,Windsor and Maidenhead 017C,Papplewick Educational Trust,0,,E02003437,E01016524,,51.42149635212320,-0.678556544293759
868,Windsor and Maidenhead,St George's School,Independent schools,Girls,Christian,234.0,0.0,234.0,,Wells Lane,Berkshire,,99,,SL5 7DZ,J,South East,E06000040,Windsor and Maidenhead,E06000040,E06000040,492862,168532,Windsor and Maidenhead 017,Windsor and Maidenhead 017B,St George's School Ascot Trust Ltd,0,,E02003437,E01016523,,51.40821956213730,-0.6662577343652670
868,Windsor and Maidenhead,St Mary's School Ascot,Independent schools,Girls,Roman Catholic,384.0,0.0,384.0,,St Mary's Road,,Ascot,50,Berkshire,SL5 9JF,J,South East,E06000040,Windsor and Maidenhead,E06000040,E06000040,492597,166909,Windsor and Maidenhead 018,Windsor and Maidenhead 018E,St Mary's School Ascot,0,,E02003438,E01016607,,51.393673379586800,-0.6704897304285390
869,West Berkshire,Bradfield College,Independent schools,Mixed,,834.0,480.0,354.0,,,,Bradfield,50,Berkshire,RG7 6AU,J,South East,E06000037,West Berkshire,E06000037,E06000037,460425,172586,West Berkshire 011,West Berkshire 011C,Warden & Council of Bradfield,0,,E02003377,E01016264,,51.44904498995870,-1.1318602056633800
869,West Berkshire,St Andrew's School,Independent schools,Mixed,Christian,321.0,157.0,164.0,,Buckhold,,Reading,50,Berkshire,RG8 8QA,J,South East,E06000037,West Berkshire,E06000037,E06000037,460254,174371,West Berkshire 011,West Berkshire 011C,"The Warden and Council of St Andrew’s College, Bradfield",0,,E02003377,E01016264,,51.46511122472340,-1.1340170895612500
869,West Berkshire,Downe House,Independent schools,Girls,Church of England,542.0,0.0,542.0,,Cold Ash,,Thatcham,50,Berkshire,RG18 9JJ,J,South East,E06000037,West Berkshire,E06000037,E06000037,450564,171108,West Berkshire 007,West Berkshire 007F,Downe House,0,,E02003373,E01033851,,51.4367209856584,-1.2739595502265300
868,Windsor and Maidenhead,Herries Preparatory School,Independent schools,Mixed,,121.0,61.0,60.0,,Dean Lane,,Maidenhead,50,Berkshire,SL6 9BD,J,South East,E06000040,Windsor and Maidenhead,E06000040,E06000040,486822,185724,Windsor and Maidenhead 002,Windsor and Maidenhead 002D,Herries Educational Trust Ltd,0,,E02003422,E01016533,,51.56372010323860,-0.7488533447028800
867,Bracknell Forest,Wellington College,Independent schools,Mixed,Church of England,1138.0,593.0,545.0,,Duke's Ride,Berkshire,,99,,RG45 7PU,J,South East,E06000036,Bracknell Forest,E06000036,E06000036,483253,163455,Bracknell Forest 012,Bracknell Forest 012D,Wellington College,0,,E02003363,E01016230,,51.36406913187170,-0.8055664271449790
868,Windsor and Maidenhead,St Piran's School,Independent schools,Mixed,,430.0,255.0,175.0,,Gringer Hill,,Maidenhead,50,Berkshire,SL6 7LZ,J,South East,E06000040,Windsor and Maidenhead,E06000040,E06000040,488115,182022,Windsor and Maidenhead 005,Windsor and Maidenhead 005A,Mr Edward Parrott,0,,E02003425,E01016525,,51.530241868188900,-0.7311306566948380
869,West Berkshire,Brockhurst and Marlston House Schools,Independent schools,Mixed,,323.0,166.0,157.0,,Marlston House,,Thatcham,50,Berkshire,RG18 9UL,J,South East,E06000037,West Berkshire,E06000037,E06000037,452994,171886,West Berkshire 011,West Berkshire 011D,Brockhurst & Marlston House Schools Ltd,0,,E02003377,E01016265,,51.44349418286000,-1.2388877984877300
869,West Berkshire,St Gabriel's School,Independent schools,Mixed,Church of England,469.0,125.0,344.0,,St Gabriel's,Newbury,Berkshire,99,,RG20 9BD,J,South East,E06000037,West Berkshire,E06000037,E06000037,447675,164463,West Berkshire 019,West Berkshire 019E,St Gabriel's Schools Foundation,GB,United Kingdom,E02003385,E01033852,,51.37722593226760,-1.3164094485751900
868,Windsor and Maidenhead,Upton House School,Independent schools,Mixed,,278.0,104.0,174.0,,115,Windsor,Berkshire,99,,SL4 3DF,J,South East,E06000040,Windsor and Maidenhead,E06000040,E06000040,496388,176088,Windsor and Maidenhead 015,Windsor and Maidenhead 015A,Upton House School Ltd,0,,E02003435,E01016546,,51.47555224023380,-0.6135229639868200
